Labels	0	
Type	Time Scan	
Comment		
Start	0.00	
Stop	99975008.000000	
Step	2.5E04	
Fixed/Offset	 	
XAxis	Time	
YAxis	Counts	

69925005.000000	4.540E+2	
69950005.000000	5.260E+2	
69975005.000000	5.100E+2	
70000005.000000	5.070E+2	
70025005.000000	5.250E+2	
70050005.000000	5.230E+2	
70075005.000000	5.640E+2	
70100005.000000	5.330E+2	
70125005.000000	5.270E+2	
70150005.000000	5.320E+2	
70175005.000000	5.260E+2	
70200005.000000	5.280E+2	
70225005.000000	5.060E+2	
70250005.000000	5.130E+2	
70275005.000000	5.320E+2	
70300005.000000	5.340E+2	
70325005.000000	5.440E+2	
70350005.000000	5.540E+2	
70375005.000000	5.290E+2	
70400006.000000	4.730E+2	
70425006.000000	5.110E+2	
70450006.000000	5.200E+2	
70475006.000000	5.370E+2	
70500006.000000	5.420E+2	
70525006.000000	5.450E+2	
70550006.000000	4.790E+2	
70575006.000000	4.980E+2	
70600006.000000	5.230E+2	
70625006.000000	5.460E+2	
70650006.000000	5.330E+2	
70675006.000000	5.630E+2	
70700006.000000	5.470E+2	
70725006.000000	5.790E+2	
70750006.000000	5.360E+2	
70775006.000000	5.080E+2	
70800006.000000	5.320E+2	
70825006.000000	4.890E+2	
70850006.000000	5.080E+2	
70875006.000000	5.520E+2	
70900006.000000	5.220E+2	
70925006.000000	5.720E+2	
70950006.000000	5.420E+2	
70975006.000000	5.540E+2	
71000006.000000	5.290E+2	
71025006.000000	5.280E+2	
71050006.000000	5.530E+2	
71075006.000000	5.220E+2	
71100006.000000	5.510E+2	
71125006.000000	5.480E+2	
71150006.000000	5.190E+2	
71175006.000000	5.290E+2	
71200006.000000	4.970E+2	
71225006.000000	5.050E+2	
71250006.000000	5.500E+2	
71275006.000000	5.140E+2	
71300006.000000	5.170E+2	
71325006.000000	5.320E+2	
71350006.000000	5.350E+2	
71375006.000000	5.390E+2	
71400006.000000	5.010E+2	
71425006.000000	5.570E+2	
71450006.000000	5.280E+2	
71475006.000000	5.360E+2	
71500006.000000	5.350E+2	
71525006.000000	5.120E+2	
71550006.000000	5.560E+2	
71575006.000000	5.570E+2	
71600006.000000	5.370E+2	
71625006.000000	5.500E+2	
71650006.000000	5.180E+2	
71675006.000000	5.150E+2	
71700006.000000	5.330E+2	
71725006.000000	5.560E+2	
71750006.000000	5.580E+2	
71775006.000000	5.100E+2	
71800006.000000	5.250E+2	
71825006.000000	5.200E+2	
71850006.000000	5.070E+2	
71875006.000000	5.660E+2	
71900006.000000	5.570E+2	
71925006.000000	5.700E+2	
71950006.000000	4.840E+2	
71975006.000000	5.440E+2	
72000006.000000	5.450E+2	
72025006.000000	5.630E+2	
72050006.000000	5.470E+2	
72075006.000000	4.960E+2	
72100006.000000	5.440E+2	
72125006.000000	5.380E+2	
72150006.000000	5.610E+2	
72175006.000000	5.240E+2	
72200006.000000	5.280E+2	
72225006.000000	5.690E+2	
72250006.000000	5.100E+2	
72275006.000000	5.040E+2	
72300006.000000	5.590E+2	
72325006.000000	5.210E+2	
72350006.000000	5.180E+2	
72375006.000000	5.140E+2	
72400006.000000	5.140E+2	
72425006.000000	5.360E+2	
72450006.000000	5.480E+2	
72475006.000000	4.760E+2	
72500006.000000	5.570E+2	
72525006.000000	5.410E+2	
72550006.000000	5.500E+2	
72575006.000000	5.260E+2	
72600006.000000	5.180E+2	
72625006.000000	5.120E+2	
72650006.000000	5.480E+2	
72675006.000000	5.730E+2	
72700006.000000	5.220E+2	
72725006.000000	5.220E+2	
72750006.000000	5.490E+2	
72775006.000000	5.170E+2	
72800006.000000	5.110E+2	
72825006.000000	5.430E+2	
72850006.000000	5.690E+2	
72875006.000000	5.170E+2	
72900006.000000	4.900E+2	
72925006.000000	5.190E+2	
72950006.000000	5.880E+2	
72975006.000000	5.320E+2	
73000006.000000	5.480E+2	
73025006.000000	5.270E+2	
73050006.000000	5.210E+2	
73075006.000000	5.230E+2	
73100006.000000	5.440E+2	
73125006.000000	5.820E+2	
73150006.000000	5.130E+2	
73175006.000000	5.050E+2	
73200006.000000	5.330E+2	
73225006.000000	5.280E+2	
73250006.000000	5.690E+2	
73275006.000000	5.070E+2	
73300006.000000	5.190E+2	
73325006.000000	5.070E+2	
73350006.000000	5.410E+2	
73375006.000000	5.330E+2	
73400006.000000	5.430E+2	
73425006.000000	5.240E+2	
73450006.000000	5.090E+2	
73475006.000000	5.580E+2	
73500006.000000	5.570E+2	
73525006.000000	5.260E+2	
73550006.000000	5.630E+2	
73575006.000000	5.850E+2	
73600006.000000	5.350E+2	
73625006.000000	5.330E+2	
73650006.000000	5.150E+2	
73675006.000000	5.690E+2	
73700006.000000	5.630E+2	
73725006.000000	5.390E+2	
73750006.000000	5.370E+2	
73775006.000000	5.610E+2	
73800006.000000	5.470E+2	
73825006.000000	5.490E+2	
73850006.000000	5.410E+2	
73875006.000000	5.140E+2	
73900006.000000	5.160E+2	
73925006.000000	5.280E+2	
73950006.000000	5.580E+2	
73975006.000000	5.610E+2	
74000006.000000	5.410E+2	
74025006.000000	5.380E+2	
74050006.000000	5.440E+2	
74075006.000000	5.070E+2	
74100006.000000	5.670E+2	
74125006.000000	5.330E+2	
74150006.000000	5.580E+2	
74175006.000000	5.140E+2	
74200006.000000	5.320E+2	
74225006.000000	5.540E+2	
74250006.000000	5.920E+2	
74275006.000000	5.300E+2	
74300006.000000	5.380E+2	
74325006.000000	5.370E+2	
74350006.000000	5.270E+2	
74375006.000000	5.020E+2	
74400006.000000	5.510E+2	
74425006.000000	5.470E+2	
74450006.000000	5.270E+2	
74475006.000000	5.720E+2	
74500006.000000	5.090E+2	
74525006.000000	5.280E+2	
74550006.000000	4.860E+2	
74575006.000000	5.260E+2	
74600006.000000	5.100E+2	
74625006.000000	5.230E+2	
74650006.000000	5.210E+2	
74675006.000000	5.180E+2	
74700006.000000	5.310E+2	
74725006.000000	5.250E+2	
74750006.000000	5.220E+2	
74775006.000000	5.570E+2	
74800006.000000	5.100E+2	
74825006.000000	5.730E+2	
74850006.000000	4.890E+2	
74875006.000000	5.170E+2	
74900006.000000	5.420E+2	
74925006.000000	5.560E+2	
74950006.000000	5.000E+2	
74975006.000000	5.320E+2	
75000006.000000	5.230E+2	
75025006.000000	5.270E+2	
75050006.000000	5.680E+2	
75075006.000000	5.150E+2	
75100006.000000	5.360E+2	
75125006.000000	5.460E+2	
75150006.000000	5.110E+2	
75175006.000000	5.500E+2	
75200006.000000	4.630E+2	
75225006.000000	5.300E+2	
75250006.000000	5.740E+2	
75275006.000000	5.220E+2	
75300006.000000	5.050E+2	
75325006.000000	5.430E+2	
75350006.000000	5.330E+2	
75375006.000000	5.060E+2	
75400006.000000	5.500E+2	
75425006.000000	5.490E+2	
75450006.000000	5.340E+2	
75475006.000000	5.230E+2	
75500006.000000	5.030E+2	
75525006.000000	5.180E+2	
75550006.000000	5.130E+2	
75575006.000000	5.150E+2	
75600006.000000	5.330E+2	
75625006.000000	5.380E+2	
75650006.000000	4.840E+2	
75675006.000000	5.410E+2	
75700006.000000	5.160E+2	
75725006.000000	5.350E+2	
75750006.000000	5.090E+2	
75775006.000000	5.280E+2	
75800006.000000	5.010E+2	
75825006.000000	5.330E+2	
75850006.000000	5.090E+2	
75875006.000000	5.400E+2	
75900006.000000	5.290E+2	
75925006.000000	5.150E+2	
75950006.000000	5.480E+2	
75975006.000000	5.560E+2	
76000006.000000	5.510E+2	
76025006.000000	5.540E+2	
76050006.000000	5.570E+2	
76075006.000000	5.280E+2	
76100006.000000	5.660E+2	
76125006.000000	5.440E+2	
76150006.000000	5.030E+2	
76175006.000000	5.380E+2	
76200006.000000	5.990E+2	
76225006.000000	5.350E+2	
76250006.000000	5.540E+2	
76275006.000000	5.000E+2	
76300006.000000	5.150E+2	
76325006.000000	5.760E+2	
76350006.000000	5.190E+2	
76375006.000000	5.580E+2	
76400006.000000	5.340E+2	
76425006.000000	5.190E+2	
76450006.000000	5.210E+2	
76475006.000000	4.830E+2	
76500006.000000	5.390E+2	
76525006.000000	5.330E+2	
76550006.000000	5.390E+2	
76575006.000000	5.360E+2	
76600006.000000	5.230E+2	
76625006.000000	5.710E+2	
76650006.000000	4.910E+2	
76675006.000000	5.220E+2	
76700006.000000	4.940E+2	
76725006.000000	5.220E+2	
76750006.000000	5.300E+2	
76775006.000000	5.230E+2	
76800006.000000	5.310E+2	
76825006.000000	5.100E+2	
76850006.000000	5.310E+2	
76875006.000000	4.930E+2	
76900006.000000	5.420E+2	
76925006.000000	5.400E+2	
76950006.000000	5.450E+2	
76975006.000000	5.170E+2	
77000006.000000	5.270E+2	
77025006.000000	4.840E+2	
77050006.000000	5.540E+2	
77075006.000000	5.580E+2	
77100006.000000	5.540E+2	
77125006.000000	5.480E+2	
77150006.000000	5.500E+2	
77175006.000000	5.610E+2	
77200006.000000	5.550E+2	
77225006.000000	5.130E+2	
77250006.000000	4.780E+2	
77275006.000000	5.810E+2	
77300006.000000	5.170E+2	
77325006.000000	5.210E+2	
77350006.000000	5.340E+2	
77375006.000000	5.100E+2	
77400006.000000	4.970E+2	
77425006.000000	4.790E+2	
77450006.000000	5.540E+2	
77475006.000000	4.980E+2	
77500006.000000	5.500E+2	
77525006.000000	5.730E+2	
77550006.000000	5.540E+2	
77575006.000000	5.730E+2	
77600006.000000	5.300E+2	
77625006.000000	5.330E+2	
77650006.000000	5.200E+2	
77675006.000000	5.720E+2	
77700006.000000	5.150E+2	
77725006.000000	5.500E+2	
77750006.000000	5.360E+2	
77775006.000000	5.390E+2	
77800006.000000	5.070E+2	
77825006.000000	5.410E+2	
77850006.000000	4.930E+2	
77875006.000000	5.260E+2	
77900006.000000	5.150E+2	
77925006.000000	5.310E+2	
77950006.000000	5.410E+2	
77975006.000000	5.250E+2	
78000006.000000	5.600E+2	
78025006.000000	5.300E+2	
78050006.000000	5.550E+2	
78075006.000000	5.070E+2	
78100006.000000	5.280E+2	
78125006.000000	5.020E+2	
78150006.000000	4.660E+2	
78175006.000000	5.240E+2	
78200006.000000	5.660E+2	
78225006.000000	5.520E+2	
78250006.000000	5.640E+2	
78275006.000000	5.210E+2	
78300006.000000	4.800E+2	
78325006.000000	5.400E+2	
78350006.000000	5.620E+2	
78375006.000000	5.590E+2	
78400006.000000	5.230E+2	
78425006.000000	5.640E+2	
78450006.000000	5.680E+2	
78475006.000000	5.270E+2	
78500006.000000	5.270E+2	
78525006.000000	5.290E+2	
78550006.000000	5.010E+2	
78575006.000000	5.680E+2	
78600006.000000	5.510E+2	
78625006.000000	5.590E+2	
78650006.000000	4.910E+2	
78675006.000000	5.170E+2	
78700006.000000	5.040E+2	
78725006.000000	5.400E+2	
78750006.000000	5.480E+2	
78775006.000000	5.440E+2	
78800006.000000	5.570E+2	
78825006.000000	5.240E+2	
78850006.000000	5.400E+2	
78875006.000000	5.650E+2	
78900006.000000	5.290E+2	
78925006.000000	5.090E+2	
78950006.000000	5.550E+2	
78975006.000000	5.440E+2	
79000006.000000	5.180E+2	
79025006.000000	5.710E+2	
79050006.000000	5.640E+2	
79075006.000000	5.210E+2	
79100006.000000	5.040E+2	
79125006.000000	5.070E+2	
79150006.000000	5.250E+2	
79175006.000000	5.120E+2	
79200006.000000	5.410E+2	
79225006.000000	5.290E+2	
79250006.000000	5.570E+2	
79275006.000000	4.940E+2	
79300006.000000	5.180E+2	
79325006.000000	5.070E+2	
79350006.000000	5.410E+2	
79375006.000000	5.780E+2	
79400006.000000	5.110E+2	
79425006.000000	5.000E+2	
79450006.000000	4.850E+2	
79475006.000000	5.140E+2	
79500006.000000	5.440E+2	
79525006.000000	5.720E+2	
79550006.000000	5.150E+2	
79575006.000000	5.180E+2	
79600006.000000	4.960E+2	
79625006.000000	5.420E+2	
79650006.000000	5.080E+2	
79675006.000000	6.160E+2	
79700006.000000	5.450E+2	
79725006.000000	5.320E+2	
79750006.000000	4.920E+2	
79775006.000000	5.240E+2	
79800006.000000	5.300E+2	
79825006.000000	5.020E+2	
79850006.000000	5.350E+2	
79875006.000000	5.650E+2	
79900006.000000	5.280E+2	
79925006.000000	5.140E+2	
79950006.000000	4.960E+2	
79975006.000000	5.260E+2	
80000006.000000	5.420E+2	
80025006.000000	4.970E+2	
80050006.000000	5.340E+2	
80075006.000000	5.280E+2	
80100006.000000	5.410E+2	
80125006.000000	5.040E+2	
80150006.000000	4.930E+2	
80175006.000000	5.080E+2	
80200006.000000	5.030E+2	
80225006.000000	5.460E+2	
80250006.000000	5.840E+2	
80275006.000000	5.510E+2	
80300006.000000	5.510E+2	
80325006.000000	5.160E+2	
80350006.000000	5.230E+2	
80375006.000000	5.230E+2	
80400006.000000	5.610E+2	
80425006.000000	4.940E+2	
80450006.000000	5.460E+2	
80475006.000000	5.120E+2	
80500006.000000	5.310E+2	
80525006.000000	5.370E+2	
80550006.000000	5.500E+2	
80575006.000000	5.170E+2	
80600006.000000	5.340E+2	
80625006.000000	5.140E+2	
80650006.000000	5.010E+2	
80675006.000000	4.980E+2	
80700006.000000	5.520E+2	
80725006.000000	5.370E+2	
80750006.000000	5.350E+2	
80775006.000000	5.530E+2	
80800006.000000	5.390E+2	
80825006.000000	5.260E+2	
80850006.000000	5.470E+2	
80875006.000000	5.360E+2	
80900006.000000	5.290E+2	
80925006.000000	5.280E+2	
80950006.000000	5.300E+2	
80975006.000000	5.410E+2	
81000006.000000	5.650E+2	
81025006.000000	5.600E+2	
81050006.000000	5.440E+2	
81075006.000000	5.020E+2	
81100006.000000	5.340E+2	
81125006.000000	5.590E+2	
81150006.000000	5.530E+2	
81175006.000000	5.930E+2	
81200006.000000	5.570E+2	
81225006.000000	5.490E+2	
81250006.000000	5.080E+2	
81275006.000000	5.480E+2	
81300006.000000	5.400E+2	
81325006.000000	5.200E+2	
81350006.000000	5.730E+2	
81375006.000000	5.460E+2	
81400006.000000	5.020E+2	
81425006.000000	4.670E+2	
81450006.000000	5.520E+2	
81475006.000000	5.260E+2	
81500006.000000	5.780E+2	
81525006.000000	5.370E+2	
81550006.000000	5.150E+2	
81575006.000000	4.970E+2	
81600006.000000	5.460E+2	
81625006.000000	5.430E+2	
81650006.000000	5.160E+2	
81675006.000000	5.600E+2	
81700006.000000	5.380E+2	
81725006.000000	5.200E+2	
81750006.000000	5.530E+2	
81775006.000000	5.310E+2	
81800006.000000	5.250E+2	
81825006.000000	5.180E+2	
81850006.000000	5.130E+2	
81875006.000000	5.440E+2	
81900006.000000	5.220E+2	
81925006.000000	5.120E+2	
81950006.000000	5.580E+2	
81975006.000000	5.110E+2	
82000006.000000	5.200E+2	
82025006.000000	5.450E+2	
82050006.000000	5.160E+2	
82075006.000000	5.030E+2	
82100006.000000	5.380E+2	
82125006.000000	5.520E+2	
82150006.000000	5.540E+2	
82175006.000000	5.390E+2	
82200006.000000	5.220E+2	
82225006.000000	5.510E+2	
82250006.000000	5.070E+2	
82275006.000000	5.410E+2	
82300006.000000	5.330E+2	
82325006.000000	5.330E+2	
82350006.000000	5.280E+2	
82375006.000000	5.340E+2	
82400006.000000	5.590E+2	
82425006.000000	4.850E+2	
82450006.000000	5.190E+2	
82475006.000000	5.140E+2	
82500006.000000	5.280E+2	
82525006.000000	5.290E+2	
82550006.000000	5.400E+2	
82575006.000000	5.420E+2	
82600006.000000	5.350E+2	
82625006.000000	5.150E+2	
82650006.000000	5.000E+2	
82675006.000000	5.300E+2	
82700006.000000	4.580E+2	
82725006.000000	5.640E+2	
82750006.000000	4.980E+2	
82775006.000000	5.570E+2	
82800006.000000	5.250E+2	
82825006.000000	5.220E+2	
82850006.000000	5.090E+2	
82875006.000000	5.350E+2	
82900006.000000	5.180E+2	
82925006.000000	5.130E+2	
82950006.000000	5.540E+2	
82975006.000000	4.980E+2	
83000006.000000	5.490E+2	
83025006.000000	5.000E+2	
83050006.000000	5.160E+2	
83075006.000000	4.960E+2	
83100006.000000	5.360E+2	
83125006.000000	5.380E+2	
83150006.000000	5.680E+2	
83175006.000000	5.530E+2	
83200007.000000	5.370E+2	
83225007.000000	5.450E+2	
83250007.000000	5.420E+2	
83275007.000000	5.350E+2	
83300007.000000	5.460E+2	
83325007.000000	5.400E+2	
83350007.000000	5.730E+2	
83375007.000000	5.020E+2	
83400007.000000	4.890E+2	
83425007.000000	5.580E+2	
83450007.000000	5.590E+2	
83475007.000000	5.040E+2	
83500007.000000	5.620E+2	
83525007.000000	5.500E+2	
83550007.000000	5.170E+2	
83575007.000000	5.150E+2	
83600007.000000	5.340E+2	
83625007.000000	5.430E+2	
83650007.000000	5.310E+2	
83675007.000000	5.230E+2	
83700007.000000	5.050E+2	
83725007.000000	5.030E+2	
83750007.000000	5.170E+2	
83775007.000000	5.240E+2	
83800007.000000	5.000E+2	
83825007.000000	5.100E+2	
83850007.000000	5.510E+2	
83875007.000000	5.020E+2	
83900007.000000	5.360E+2	
83925007.000000	5.200E+2	
83950007.000000	5.130E+2	
83975007.000000	5.660E+2	
84000007.000000	5.250E+2	
84025007.000000	5.350E+2	
84050007.000000	5.190E+2	
84075007.000000	5.200E+2	
84100007.000000	4.890E+2	
84125007.000000	5.430E+2	
84150007.000000	5.190E+2	
84175007.000000	5.290E+2	
84200007.000000	5.330E+2	
84225007.000000	5.780E+2	
84250007.000000	5.200E+2	
84275007.000000	5.300E+2	
84300007.000000	5.450E+2	
84325007.000000	5.320E+2	
84350007.000000	5.150E+2	
84375007.000000	5.660E+2	
84400007.000000	5.050E+2	
84425007.000000	5.360E+2	
84450007.000000	5.170E+2	
84475007.000000	5.460E+2	
84500007.000000	5.030E+2	
84525007.000000	5.420E+2	
84550007.000000	5.620E+2	
84575007.000000	5.170E+2	
84600007.000000	5.320E+2	
84625007.000000	5.460E+2	
84650007.000000	5.630E+2	
84675007.000000	5.240E+2	
84700007.000000	5.170E+2	
84725007.000000	5.450E+2	
84750007.000000	4.790E+2	
84775007.000000	5.250E+2	
84800007.000000	5.510E+2	
84825007.000000	5.340E+2	
84850007.000000	5.320E+2	
84875007.000000	5.480E+2	
84900007.000000	5.770E+2	
84925007.000000	5.260E+2	
84950007.000000	5.570E+2	
84975007.000000	5.230E+2	
85000007.000000	5.770E+2	
85025007.000000	5.170E+2	
85050007.000000	5.310E+2	
85075007.000000	5.560E+2	
85100007.000000	5.110E+2	
85125007.000000	5.290E+2	
85150007.000000	5.810E+2	
85175007.000000	5.220E+2	
85200007.000000	5.540E+2	
85225007.000000	5.420E+2	
85250007.000000	5.290E+2	
85275007.000000	5.450E+2	
85300007.000000	5.430E+2	
85325007.000000	5.670E+2	
85350007.000000	5.700E+2	
85375007.000000	5.280E+2	
85400007.000000	5.100E+2	
85425007.000000	5.510E+2	
85450007.000000	5.130E+2	
85475007.000000	5.190E+2	
85500007.000000	5.320E+2	
85525007.000000	4.990E+2	
85550007.000000	5.090E+2	
85575007.000000	5.380E+2	
85600007.000000	5.310E+2	
85625007.000000	5.080E+2	
85650007.000000	5.270E+2	
85675007.000000	5.230E+2	
85700007.000000	5.640E+2	
85725007.000000	5.510E+2	
85750007.000000	5.420E+2	
85775007.000000	5.090E+2	
85800007.000000	5.490E+2	
85825007.000000	5.450E+2	
85850007.000000	5.490E+2	
85875007.000000	5.780E+2	
85900007.000000	5.330E+2	
85925007.000000	5.090E+2	
85950007.000000	5.330E+2	
85975007.000000	5.160E+2	
86000007.000000	4.910E+2	
86025007.000000	5.430E+2	
86050007.000000	5.460E+2	
86075007.000000	4.970E+2	
86100007.000000	5.340E+2	
86125007.000000	4.970E+2	
86150007.000000	5.320E+2	
86175007.000000	4.670E+2	
86200007.000000	5.400E+2	
86225007.000000	5.240E+2	
86250007.000000	5.510E+2	
86275007.000000	5.100E+2	
86300007.000000	5.360E+2	
86325007.000000	5.040E+2	
86350007.000000	5.130E+2	
86375007.000000	5.580E+2	
86400007.000000	5.620E+2	
86425007.000000	5.050E+2	
86450007.000000	5.270E+2	
86475007.000000	5.350E+2	
86500007.000000	5.170E+2	
86525007.000000	5.320E+2	
86550007.000000	5.150E+2	
86575007.000000	4.980E+2	
86600007.000000	5.370E+2	
86625007.000000	5.910E+2	
86650007.000000	5.390E+2	
86675007.000000	5.080E+2	
86700007.000000	5.060E+2	
86725007.000000	5.450E+2	
86750007.000000	4.860E+2	
86775007.000000	5.470E+2	
86800007.000000	5.300E+2	
86825007.000000	4.760E+2	
86850007.000000	5.140E+2	
86875007.000000	5.460E+2	
86900007.000000	5.240E+2	
86925007.000000	5.200E+2	
86950007.000000	5.230E+2	
86975007.000000	5.320E+2	
87000007.000000	5.060E+2	
87025007.000000	5.450E+2	
87050007.000000	5.590E+2	
87075007.000000	5.580E+2	
87100007.000000	4.960E+2	
87125007.000000	5.100E+2	
87150007.000000	5.200E+2	
87175007.000000	5.480E+2	
87200007.000000	6.010E+2	
87225007.000000	4.920E+2	
87250007.000000	5.390E+2	
87275007.000000	5.150E+2	
87300007.000000	5.220E+2	
87325007.000000	5.390E+2	
87350007.000000	5.260E+2	
87375007.000000	5.080E+2	
87400007.000000	5.580E+2	
87425007.000000	5.070E+2	
87450007.000000	5.180E+2	
87475007.000000	5.600E+2	
87500007.000000	5.500E+2	
87525007.000000	5.600E+2	
87550007.000000	5.570E+2	
87575007.000000	5.440E+2	
87600007.000000	5.200E+2	
87625007.000000	5.470E+2	
87650007.000000	5.210E+2	
87675007.000000	5.150E+2	
87700007.000000	5.180E+2	
87725007.000000	5.120E+2	
87750007.000000	5.180E+2	
87775007.000000	5.710E+2	
87800007.000000	5.740E+2	
87825007.000000	5.620E+2	
87850007.000000	5.250E+2	
87875007.000000	5.410E+2	
87900007.000000	5.540E+2	
87925007.000000	5.250E+2	
87950007.000000	4.900E+2	
87975007.000000	5.450E+2	
88000007.000000	4.970E+2	
88025007.000000	5.270E+2	
88050007.000000	5.700E+2	
88075007.000000	5.300E+2	
88100007.000000	5.510E+2	
88125007.000000	5.390E+2	
88150007.000000	5.450E+2	
88175007.000000	5.060E+2	
88200007.000000	5.780E+2	
88225007.000000	5.630E+2	
88250007.000000	5.070E+2	
88275007.000000	5.250E+2	
88300007.000000	5.630E+2	
88325007.000000	5.490E+2	
88350007.000000	5.180E+2	
88375007.000000	5.130E+2	
88400007.000000	5.140E+2	
88425007.000000	5.100E+2	
88450007.000000	5.210E+2	
88475007.000000	5.530E+2	
88500007.000000	5.380E+2	
88525007.000000	5.690E+2	
88550007.000000	5.610E+2	
88575007.000000	5.460E+2	
88600007.000000	5.320E+2	
88625007.000000	5.230E+2	
88650007.000000	5.460E+2	
88675007.000000	5.170E+2	
88700007.000000	5.170E+2	
88725007.000000	4.970E+2	
88750007.000000	4.940E+2	
88775007.000000	5.340E+2	
88800007.000000	5.360E+2	
88825007.000000	4.940E+2	
88850007.000000	5.010E+2	
88875007.000000	4.820E+2	
88900007.000000	5.500E+2	
88925007.000000	5.390E+2	
88950007.000000	5.170E+2	
88975007.000000	5.250E+2	
89000007.000000	4.860E+2	
89025007.000000	5.020E+2	
89050007.000000	4.860E+2	
89075007.000000	5.100E+2	
89100007.000000	5.410E+2	
89125007.000000	5.940E+2	
89150007.000000	5.650E+2	
89175007.000000	4.780E+2	
89200007.000000	5.630E+2	
89225007.000000	5.240E+2	
89250007.000000	5.180E+2	
89275007.000000	5.470E+2	
89300007.000000	5.410E+2	
89325007.000000	4.730E+2	
89350007.000000	5.420E+2	
89375007.000000	5.520E+2	
89400007.000000	4.970E+2	
89425007.000000	5.450E+2	
89450007.000000	5.150E+2	
89475007.000000	5.450E+2	
89500007.000000	5.420E+2	
89525007.000000	5.100E+2	
89550007.000000	5.580E+2	
89575007.000000	5.200E+2	
89600007.000000	5.120E+2	
89625007.000000	5.130E+2	
89650007.000000	4.860E+2	
89675007.000000	5.440E+2	
89700007.000000	5.130E+2	
89725007.000000	4.860E+2	
89750007.000000	5.390E+2	
89775007.000000	5.170E+2	
89800007.000000	5.220E+2	
89825007.000000	5.410E+2	
89850007.000000	5.320E+2	
89875007.000000	5.200E+2	
89900007.000000	5.560E+2	
89925007.000000	5.580E+2	
89950007.000000	5.250E+2	
89975007.000000	5.270E+2	
90000007.000000	5.480E+2	
90025007.000000	5.520E+2	
90050007.000000	5.430E+2	
90075007.000000	5.240E+2	
90100007.000000	5.290E+2	
90125007.000000	5.100E+2	
90150007.000000	5.370E+2	
90175007.000000	5.060E+2	
90200007.000000	5.900E+2	
90225007.000000	5.230E+2	
90250007.000000	4.960E+2	
90275007.000000	5.380E+2	
90300007.000000	5.100E+2	
90325007.000000	5.600E+2	
90350007.000000	5.190E+2	
90375007.000000	5.260E+2	
90400007.000000	5.680E+2	
90425007.000000	5.380E+2	
90450007.000000	4.920E+2	
90475007.000000	5.240E+2	
90500007.000000	5.860E+2	
90525007.000000	5.300E+2	
90550007.000000	5.200E+2	
90575007.000000	5.880E+2	
90600007.000000	5.240E+2	
90625007.000000	5.630E+2	
90650007.000000	5.500E+2	
90675007.000000	5.370E+2	
90700007.000000	5.160E+2	
90725007.000000	4.910E+2	
90750007.000000	5.510E+2	
90775007.000000	5.270E+2	
90800007.000000	5.920E+2	
90825007.000000	5.480E+2	
90850007.000000	5.500E+2	
90875007.000000	5.370E+2	
90900007.000000	5.120E+2	
90925007.000000	5.220E+2	
90950007.000000	5.530E+2	
90975007.000000	5.490E+2	
91000007.000000	5.850E+2	
91025007.000000	5.580E+2	
91050007.000000	5.120E+2	
91075007.000000	5.570E+2	
91100007.000000	5.060E+2	
91125007.000000	5.250E+2	
91150007.000000	5.210E+2	
91175007.000000	5.290E+2	
91200007.000000	5.170E+2	
91225007.000000	5.050E+2	
91250007.000000	5.170E+2	
91275007.000000	5.570E+2	
91300007.000000	5.690E+2	
91325007.000000	5.420E+2	
91350007.000000	5.510E+2	
91375007.000000	5.360E+2	
91400007.000000	5.630E+2	
91425007.000000	5.460E+2	
91450007.000000	5.120E+2	
91475007.000000	5.220E+2	
91500007.000000	5.470E+2	
91525007.000000	5.230E+2	
91550007.000000	5.780E+2	
91575007.000000	5.370E+2	
91600007.000000	5.280E+2	
91625007.000000	5.390E+2	
91650007.000000	5.050E+2	
91675007.000000	4.780E+2	
91700007.000000	4.850E+2	
91725007.000000	5.340E+2	
91750007.000000	5.260E+2	
91775007.000000	5.330E+2	
91800007.000000	4.970E+2	
91825007.000000	5.160E+2	
91850007.000000	4.840E+2	
91875007.000000	5.550E+2	
91900007.000000	5.400E+2	
91925007.000000	5.110E+2	
91950007.000000	5.270E+2	
91975007.000000	5.280E+2	
92000007.000000	5.370E+2	
92025007.000000	5.530E+2	
92050007.000000	5.110E+2	
92075007.000000	5.210E+2	
92100007.000000	5.140E+2	
92125007.000000	5.590E+2	
92150007.000000	4.900E+2	
92175007.000000	5.080E+2	
92200007.000000	5.350E+2	
92225007.000000	5.410E+2	
92250007.000000	5.290E+2	
92275007.000000	5.090E+2	
92300007.000000	5.270E+2	
92325007.000000	5.360E+2	
92350007.000000	5.190E+2	
92375007.000000	5.550E+2	
92400007.000000	5.410E+2	
92425007.000000	5.220E+2	
92450007.000000	5.330E+2	
92475007.000000	5.400E+2	
92500007.000000	5.300E+2	
92525007.000000	5.100E+2	
92550007.000000	5.580E+2	
92575007.000000	5.230E+2	
92600007.000000	5.540E+2	
92625007.000000	5.180E+2	
92650007.000000	4.770E+2	
92675007.000000	5.730E+2	
92700007.000000	5.370E+2	
92725007.000000	5.500E+2	
92750007.000000	5.200E+2	
92775007.000000	5.360E+2	
92800007.000000	5.390E+2	
92825007.000000	5.340E+2	
92850007.000000	5.140E+2	
92875007.000000	5.320E+2	
92900007.000000	5.510E+2	
92925007.000000	5.030E+2	
92950007.000000	5.480E+2	
92975007.000000	5.410E+2	
93000007.000000	5.370E+2	
93025007.000000	5.330E+2	
93050007.000000	5.540E+2	
93075007.000000	5.640E+2	
